Plot name,X,Y,row,column,Distance,Point Cover,Edge Influence
NewSite098,619147.000000000000,5280871.500000000000,233.000000000000,394.000000000000,-105.000000000000,0.000000000000,22.183380126953
NewSite099,619377.375000000000,5280956.500000000000,230.000000000000,402.000000000000,-261.586334228516,0.000000000000,12.651890754700
NewSite100,619759.375000000000,5280976.000000000000,230.000000000000,414.000000000000,-308.109893798828,0.000000000000,7.465843677521
NewSite101,618894.937500000000,5280796.500000000000,236.000000000000,386.000000000000,-135.000000000000,0.000000000000,24.758031845093
NewSite102,618893.250000000000,5280796.500000000000,236.000000000000,385.000000000000,-154.705627441406,0.000000000000,23.754705429077
NewSite103,618889.187500000000,5280796.500000000000,236.000000000000,385.000000000000,-154.705627441406,0.000000000000,23.754705429077
NewSite104,618882.562500000000,5280797.000000000000,236.000000000000,385.000000000000,-154.705627441406,0.000000000000,23.754705429077
NewSite105,618867.375000000000,5280798.000000000000,236.000000000000,385.000000000000,-154.705627441406,0.000000000000,23.754705429077
NewSite106,618838.812500000000,5280803.000000000000,235.000000000000,384.000000000000,-197.132034301758,0.000000000000,21.149635314941
NewSite107,618771.312500000000,5280817.500000000000,235.000000000000,381.000000000000,-241.320098876953,0.000000000000,17.023887634277
NewSite108,618635.312500000000,5280817.500000000000,235.000000000000,377.000000000000,-226.867736816406,0.000000000000,10.007719993591
NewSite109,618402.250000000000,5280836.500000000000,234.000000000000,369.000000000000,-327.052642822266,0.000000000000,3.901738643646
NewSite110,617984.250000000000,5280932.500000000000,231.000000000000,355.000000000000,-243.069763183594,0.000000000000,14.358242034912
NewSite111,610581.437500000000,5277889.000000000000,333.000000000000,108.000000000000,15.000000000000,68.000000000000,-39.871765136719
NewSite112,610281.937500000000,5277790.500000000000,336.000000000000,98.000000000000,15.000000000000,51.000000000000,41.403392791748
NewSite113,610282.000000000000,5277788.500000000000,336.000000000000,98.000000000000,15.000000000000,51.000000000000,41.403392791748
NewSite114,610281.812500000000,5277784.000000000000,336.000000000000,98.000000000000,15.000000000000,51.000000000000,41.403392791748
NewSite115,610281.187500000000,5277775.000000000000,336.000000000000,98.000000000000,15.000000000000,51.000000000000,41.403392791748
NewSite116,610279.437500000000,5277760.000000000000,337.000000000000,98.000000000000,45.000000000000,90.000000000000,-40.614494323730
NewSite117,610271.187500000000,5277725.000000000000,338.000000000000,98.000000000000,75.000000000000,90.000000000000,-39.745491027832
NewSite118,610248.625000000000,5277669.500000000000,340.000000000000,97.000000000000,137.970581054688,90.000000000000,-37.659626007080
NewSite119,610084.812500000000,5277660.000000000000,340.000000000000,92.000000000000,159.928558349609,90.000000000000,-35.457340240479
NewSite120,609823.062500000000,5277659.500000000000,340.000000000000,83.000000000000,261.586334228516,90.000000000000,-23.568998336792
NewSite121,609354.000000000000,5277586.000000000000,343.000000000000,68.000000000000,603.465820312500,90.000000000000,-1.063362240791
NewSite122,610583.062500000000,5277890.000000000000,333.000000000000,108.000000000000,15.000000000000,68.000000000000,-39.871765136719
NewSite123,610584.937500000000,5277891.000000000000,333.000000000000,109.000000000000,-15.000000000000,0.000000000000,39.411823272705
NewSite124,610588.312500000000,5277892.500000000000,332.000000000000,109.000000000000,-27.426406860352,0.000000000000,38.632148742676
NewSite125,610595.937500000000,5277896.500000000000,332.000000000000,109.000000000000,-27.426406860352,0.000000000000,38.632148742676
NewSite126,610608.000000000000,5277905.000000000000,332.000000000000,109.000000000000,-27.426406860352,0.000000000000,38.632148742676
NewSite127,610633.812500000000,5277923.500000000000,331.000000000000,110.000000000000,-69.852813720703,0.000000000000,36.909061431885
NewSite128,610686.562500000000,5277954.500000000000,330.000000000000,112.000000000000,-108.693168640137,0.000000000000,33.773117065430
NewSite129,610782.187500000000,5278005.500000000000,329.000000000000,115.000000000000,-167.482879638672,0.000000000000,28.347909927368
NewSite130,611043.500000000000,5278004.500000000000,329.000000000000,124.000000000000,-27.426406860352,0.000000000000,13.332898139954
NewSite131,611456.187500000000,5278017.000000000000,328.000000000000,138.000000000000,-280.465728759766,0.000000000000,15.089998245239
NewSite172,611398.687500000000,5277572.000000000000,343.000000000000,136.000000000000,-15.000000000000,0.000000000000,23.980297088623
NewSite173,611398.062500000000,5277574.000000000000,343.000000000000,136.000000000000,-15.000000000000,0.000000000000,23.980297088623
NewSite174,611397.375000000000,5277576.500000000000,343.000000000000,136.000000000000,-15.000000000000,0.000000000000,23.980297088623
NewSite175,611396.312500000000,5277579.500000000000,343.000000000000,136.000000000000,-15.000000000000,0.000000000000,23.980297088623
NewSite176,611393.875000000000,5277585.500000000000,343.000000000000,136.000000000000,-15.000000000000,0.000000000000,23.980297088623
NewSite177,611390.375000000000,5277602.000000000000,342.000000000000,135.000000000000,15.000000000000,82.000000000000,-72.979370117188
NewSite178,611386.625000000000,5277631.000000000000,341.000000000000,135.000000000000,45.000000000000,90.000000000000,-80.851264953613
NewSite179,611398.812500000000,5277569.500000000000,343.000000000000,136.000000000000,-15.000000000000,0.000000000000,23.980297088623
NewSite180,611399.250000000000,5277567.000000000000,343.000000000000,136.000000000000,-15.000000000000,0.000000000000,23.980297088623
NewSite181,611399.500000000000,5277563.500000000000,343.000000000000,136.000000000000,-15.000000000000,0.000000000000,23.980297088623
NewSite182,611400.437500000000,5277556.000000000000,344.000000000000,136.000000000000,-45.000000000000,0.000000000000,23.430271148682
NewSite183,611402.000000000000,5277541.000000000000,344.000000000000,136.000000000000,-45.000000000000,0.000000000000,23.430271148682
NewSite184,611407.875000000000,5277506.500000000000,345.000000000000,136.000000000000,-75.000000000000,0.000000000000,22.820861816406
NewSite211,611759.125000000000,5277914.500000000000,332.000000000000,148.000000000000,15.000000000000,78.000000000000,-71.671630859375
NewSite212,611760.625000000000,5277914.500000000000,332.000000000000,148.000000000000,15.000000000000,78.000000000000,-71.671630859375
NewSite213,611762.812500000000,5277914.500000000000,332.000000000000,148.000000000000,15.000000000000,78.000000000000,-71.671630859375
NewSite214,611767.000000000000,5277914.000000000000,332.000000000000,148.000000000000,15.000000000000,78.000000000000,-71.671630859375
NewSite215,611776.500000000000,5277913.500000000000,332.000000000000,148.000000000000,15.000000000000,78.000000000000,-71.671630859375
NewSite216,611791.937500000000,5277913.000000000000,332.000000000000,149.000000000000,27.426406860352,90.000000000000,-83.764755249023
NewSite217,611756.937500000000,5277914.500000000000,332.000000000000,148.000000000000,15.000000000000,78.000000000000,-71.671630859375
NewSite218,611754.562500000000,5277914.500000000000,332.000000000000,148.000000000000,15.000000000000,78.000000000000,-71.671630859375
NewSite219,611750.250000000000,5277915.000000000000,332.000000000000,147.000000000000,15.000000000000,70.000000000000,-63.581378936768
NewSite220,611742.625000000000,5277915.000000000000,332.000000000000,147.000000000000,15.000000000000,70.000000000000,-63.581378936768
NewSite221,611726.625000000000,5277915.000000000000,332.000000000000,147.000000000000,15.000000000000,70.000000000000,-63.581378936768
NewSite222,614180.625000000000,5278183.000000000000,323.000000000000,228.000000000000,-197.132034301758,0.000000000000,8.516892433167
NewSite223,614182.562500000000,5278182.500000000000,323.000000000000,228.000000000000,-197.132034301758,0.000000000000,8.516892433167
NewSite224,614184.375000000000,5278182.500000000000,323.000000000000,229.000000000000,-203.403289794922,0.000000000000,8.625543594360
NewSite225,614178.750000000000,5278183.500000000000,323.000000000000,228.000000000000,-197.132034301758,0.000000000000,8.516892433167
NewSite226,614176.937500000000,5278184.000000000000,323.000000000000,228.000000000000,-197.132034301758,0.000000000000,8.516892433167
NewSite227,613102.937500000000,5277472.000000000000,347.000000000000,192.000000000000,-375.000000000000,0.000000000000,3.301953077316
NewSite228,613104.812500000000,5277472.500000000000,346.000000000000,193.000000000000,-346.247833251953,0.000000000000,3.621735811234
NewSite229,613106.937500000000,5277473.000000000000,346.000000000000,193.000000000000,-346.247833251953,0.000000000000,3.621735811234
NewSite230,613111.250000000000,5277473.500000000000,346.000000000000,193.000000000000,-346.247833251953,0.000000000000,3.621735811234
NewSite231,613100.750000000000,5277471.500000000000,347.000000000000,192.000000000000,-375.000000000000,0.000000000000,3.301953077316
NewSite232,613098.562500000000,5277471.500000000000,347.000000000000,192.000000000000,-375.000000000000,0.000000000000,3.301953077316
NewSite233,613094.312500000000,5277470.500000000000,347.000000000000,192.000000000000,-375.000000000000,0.000000000000,3.301953077316
